outcome,weightclass,time_format,title,r_kd,r_sub.att,r_rev.,r_ctrl_s,r_sig_str_percent,r_sig_str_att,r_total_str_percent,r_total_str_att,r_td_percent,r_td_att,r_head_percent,r_head_att,r_body_percent,r_body_att,r_leg_percent,r_leg_att,r_distance_percent,r_distance_att,r_clinch_percent,r_clinch_att,r_ground_percent,r_ground_att,r_avg_time_s,r_wins,r_losses,r_draws,r_win_streak,r_loss_streak,r_longest_win_streak,r_percent_title_bouts,r_percent_win_by_ko/tko,r_percent_win_by_sub,r_percent_win_by_dec,r_percent_win_by_doctor_stoppage,r_percent_loss_by_ko/tko,r_percent_loss_by_sub,r_percent_loss_by_dec,r_percent_loss_by_doctor_stoppage,b_kd,b_sub.att,b_rev.,b_ctrl_s,b_sig_str_percent,b_sig_str_att,b_total_str_percent,b_total_str_att,b_td_percent,b_td_att,b_head_percent,b_head_att,b_body_percent,b_body_att,b_leg_percent,b_leg_att,b_distance_percent,b_distance_att,b_clinch_percent,b_clinch_att,b_ground_percent,b_ground_att,b_avg_time_s,b_wins,b_losses,b_draws,b_win_streak,b_loss_streak,b_longest_win_streak,b_percent_title_bouts,b_percent_win_by_ko/tko,b_percent_win_by_sub,b_percent_win_by_dec,b_percent_win_by_doctor_stoppage,b_percent_loss_by_ko/tko,b_percent_loss_by_sub,b_percent_loss_by_dec,b_percent_loss_by_doctor_stoppage,date,r_height,r_reach,r_stance,r_dob,b_height,b_reach,b_stance,b_dob
R,Middleweight,3 Rnd (5-5-5),False,0.0,0.5,0.0,315.5,0.4146341463414634,61.5,0.5894736842105263,95.0,0.6153846153846154,6.5,0.35135135135135137,55.5,1.0,3.5,1.0,2.5,0.2857142857142857,42.0,0.9,5.0,0.6206896551724138,14.5,800.0,2,0,0,2,0,2,0.0,0.5,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,38.0,0.4094488188976378,63.5,0.44029850746268656,67.0,0.0,0.5,0.375,60.0,1.0,3.0,1.0,0.5,0.38461538461538464,52.0,0.5454545454545454,11.0,0.0,0.5,472.0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11674368.0,74.0,75.0,Southpaw,3645216.0,74.0,77.0,Orthodox,2020896.0
R,Heavyweight,3 Rnd (5-5-5),False,0.0,1.0,0.0,43.0,0.0,5.0,0.5833333333333334,12.0,0.25,4.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,1.0,171.0,0,1,0,0,1,0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,0.47058823529411764,17.0,0.5263157894736842,19.0,0.0,0.0,0.25,12.0,1.0,3.0,1.0,2.0,0.3333333333333333,12.0,0.8,5.0,0.0,0.0,162.0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11674368.0,74.0,77.0,Orthodox,1797984.0,75.0,75.0,Orthodox,870912.0
R,Welterweight,3 Rnd (5-5-5),False,0.0,0.6,0.2,318.2,0.4647887323943662,71.0,0.5614754098360656,97.6,0.34210526315789475,7.6,0.39672131147540984,61.0,0.8800000000000001,10.0,0.0,0.0,0.23255813953488372,25.8,0.7586206896551725,5.8,0.5736040609137056,39.4,657.0,5,0,0,5,0,5,0.0,0.4,0.0,0.6,0.0,0.0,0.0,0.0,0.0,0.0,0.2857142857142857,0.2857142857142857,115.71428571428571,0.4727272727272728,31.428571428571427,0.5576208178438661,38.42857142857143,0.5,2.2857142857142856,0.43434343434343436,28.285714285714285,0.7647058823529412,2.4285714285714284,1.0,0.7142857142857143,0.3548387096774193,13.285714285714286,0.5833333333333334,6.857142857142857,0.5443037974683544,11.285714285714286,352.7142857142857,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11659680.0,70.0,72.0,Southpaw,3786048.0,72.0,70.0,Southpaw,4015872.0
R,Welterweight,3 Rnd (5-5-5),False,0.0,1.2857142857142858,0.2857142857142857,320.7142857142857,0.425531914893617,60.42857142857143,0.5833333333333333,94.28571428571429,0.7169811320754718,7.571428571428571,0.40694789081885857,57.57142857142857,0.7857142857142857,2.0,0.8333333333333334,0.8571428571428571,0.3254437869822485,24.142857142857142,0.5333333333333333,6.428571428571429,0.48325358851674644,29.857142857142858,716.5714285714286,5,2,0,5,2,5,0.0,0.2,0.2,0.6,0.0,0.0,0.0,1.0,0.0,0.2,1.6,0.2,46.0,0.4084507042253521,14.2,0.6927710843373494,33.2,0.7499999999999999,0.8,0.31481481481481477,10.8,0.6666666666666666,1.8,0.7499999999999999,1.6,0.27999999999999997,10.0,0.7,2.0,0.7272727272727273,2.2,398.0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11659680.0,70.0,72.0,Orthodox,3993408.0,70.0,70.0,Orthodox,3139776.0
R,Welterweight,3 Rnd (5-5-5),False,0.0,0.5,0.0,94.5,0.5454545454545454,33.0,0.7687861271676301,86.5,0.0,0.5,0.425531914893617,23.5,0.8888888888888888,4.5,0.8,5.0,0.25,12.0,0.8333333333333334,12.0,0.5555555555555556,9.0,386.5,1,1,0,1,1,1,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.6666666666666666,0.0,0.6666666666666666,135.0,0.40425531914893614,31.333333333333332,0.5693430656934307,45.666666666666664,0.6666666666666666,1.0,0.16981132075471697,17.666666666666668,0.7222222222222222,6.0,0.6956521739130435,7.666666666666667,0.35384615384615387,21.666666666666668,0.7222222222222222,6.0,0.18181818181818182,3.6666666666666665,503.3333333333333,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11659680.0,70.0,70.0,Southpaw,1149984.0,70.0,,Southpaw,736992.0
R,Middleweight,3 Rnd (5-5-5),False,0.0,0.0,1.0,100.0,0.14545454545454545,55.0,0.2727272727272727,66.0,0.0,1.0,0.10416666666666667,48.0,0.0,2.0,0.6,5.0,0.12962962962962962,54.0,1.0,1.0,0.0,0.0,900.0,0,1,0,0,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.5,0.0,0.0,70.0,0.5555555555555556,13.5,0.6666666666666666,18.0,1.0,1.0,0.5416666666666666,12.0,1.0,0.5,0.5,1.0,0.5,6.0,1.0,1.5,0.5,6.0,234.0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11659680.0,74.0,75.0,Orthodox,4516128.0,73.0,75.0,Orthodox,3398976.0
R,Welterweight,3 Rnd (5-5-5),False,0.5,0.0,0.5,84.0,0.44285714285714284,35.0,0.594059405940594,50.5,0.16666666666666666,3.0,0.32653061224489793,24.5,0.5454545454545454,5.5,0.9,5.0,0.391304347826087,11.5,0.4444444444444444,22.5,1.0,1.0,577.5,1,1,0,1,1,1,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,2.25,0.75,126.25,0.49246231155778897,49.75,0.677710843373494,83.0,1.0,0.5,0.3409090909090909,33.0,0.88,6.25,0.7380952380952381,10.5,0.35,30.0,0.7358490566037735,13.25,0.6538461538461539,6.5,690.5,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11659680.0,68.0,70.0,Orthodox,3489696.0,70.0,,Orthodox,1442880.0
R,Welterweight,5 Rnd (5-5-5-5-5),True,0.2857142857142857,0.8571428571428571,0.42857142857142855,313.7142857142857,0.5617529880478088,71.71428571428571,0.7075351213282247,111.85714285714286,0.7999999999999999,3.5714285714285716,0.4987775061124694,58.42857142857143,0.912280701754386,8.142857142857142,0.7222222222222222,5.142857142857143,0.471042471042471,37.0,0.6388888888888888,5.142857142857143,0.6618357487922706,29.571428571428573,546.1428571428571,6,1,0,6,1,6,0.14285714285714285,0.3333333333333333,0.16666666666666666,0.5,0.0,0.0,1.0,0.0,0.0,0.0,0.9230769230769231,0.23076923076923078,400.61538461538464,0.580168776371308,36.46153846153846,0.7181208053691275,57.30769230769231,0.5789473684210525,4.384615384615385,0.5292682926829269,31.53846153846154,0.894736842105263,4.384615384615385,1.0,0.5384615384615384,0.34437086092715236,11.615384615384615,0.8,1.5384615384615385,0.6831683168316832,23.307692307692307,589.3846153846154,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11638080.0,71.0,76.0,Orthodox,3590784.0,69.0,73.0,Switch,1193184.0
R,Heavyweight,5 Rnd (5-5-5-5-5),True,0.4444444444444444,0.0,0.0,40.111111111111114,0.4493087557603687,96.44444444444444,0.4925847457627119,104.88888888888889,1.0,0.1111111111111111,0.38594164456233426,83.77777777777777,0.8333333333333334,6.0,0.8999999999999999,6.666666666666667,0.39707835325365204,83.66666666666667,0.7789473684210526,10.555555555555555,0.85,2.2222222222222223,407.22222222222223,7,2,0,7,2,7,0.6666666666666666,0.7142857142857143,0.0,0.2857142857142857,0.0,0.0,1.0,0.0,0.0,0.25,0.25,0.5,212.5,0.40119760479041916,41.75,0.6923076923076923,91.0,0.38461538461538464,3.25,0.26515151515151514,33.0,0.9130434782608695,5.75,0.9166666666666666,3.0,0.18269230769230768,26.0,0.7297297297297297,9.25,0.8076923076923077,6.5,529.25,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11638080.0,80.0,80.0,Orthodox,1948320.0,69.0,74.0,Orthodox,330048.0
R,Heavyweight,3 Rnd (5-5-5),False,1.0,0.3333333333333333,0.0,71.33333333333333,0.5375,26.666666666666668,0.5934065934065934,30.333333333333332,0.0,0.3333333333333333,0.28571428571428575,11.666666666666666,0.6799999999999999,8.333333333333334,0.7999999999999999,6.666666666666667,0.4137931034482759,19.333333333333332,0.8947368421052633,6.333333333333333,0.6666666666666666,1.0,248.66666666666666,3,0,0,3,0,3,0.0,0.6666666666666666,0.3333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.1111111111111111,1.5555555555555556,0.0,128.33333333333334,0.6011560693641619,19.22222222222222,0.7326732673267328,33.666666666666664,0.45454545454545453,2.4444444444444446,0.40740740740740744,12.0,0.9166666666666667,5.333333333333333,0.9411764705882353,1.8888888888888888,0.5,5.555555555555555,0.9705882352941176,3.7777777777777777,0.5168539325842696,9.88888888888889,263.1111111111111,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11638080.0,75.0,78.0,Orthodox,2452896.0,75.0,79.0,Southpaw,2963520.0
R,Welterweight,3 Rnd (5-5-5),False,0.125,1.25,0.625,363.75,0.3835616438356164,45.625,0.5905383360522023,76.625,0.22826086956521738,11.5,0.24561403508771928,35.625,0.9215686274509803,6.375,0.7931034482758621,3.625,0.20418848167539266,23.875,0.7321428571428571,7.0,0.5084745762711864,14.75,808.625,4,4,0,4,4,4,0.0,0.0,0.25,0.75,0.0,0.25,0.0,0.75,0.0,0.2,1.2,0.8,110.0,0.4115044247787611,45.2,0.6390243902439025,82.0,0.5714285714285715,1.4,0.31976744186046513,34.4,0.64,5.0,0.7586206896551725,5.8,0.335195530726257,35.8,0.7575757575757576,6.6,0.5714285714285715,2.8,602.4,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11632032.0,66.0,68.0,Orthodox,1393632.0,71.0,68.0,Orthodox,1460160.0
R,Middleweight,3 Rnd (5-5-5),False,0.3333333333333333,0.0,0.3333333333333333,72.0,0.29411764705882354,11.333333333333334,0.6323529411764706,22.666666666666668,0.1111111111111111,3.0,0.17857142857142858,9.333333333333334,0.8333333333333334,2.0,0.0,0.0,0.17857142857142858,9.333333333333334,0.8333333333333334,2.0,0.0,0.0,575.3333333333334,1,2,0,1,2,1,0.0,1.0,0.0,0.0,0.0,0.0,0.5,0.5,0.0,0.6666666666666666,0.0,0.3333333333333333,134.0,0.513888888888889,48.0,0.6,58.333333333333336,0.3333333333333333,1.0,0.4672131147540984,40.666666666666664,0.75,4.0,0.7999999999999999,3.3333333333333335,0.42028985507246375,23.0,0.5641025641025641,13.0,0.638888888888889,12.0,851.6666666666666,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11632032.0,71.0,75.0,Orthodox,1060128.0,71.0,75.0,Orthodox,3206304.0
R,Lightweight,3 Rnd (5-5-5),False,0.0,1.0,0.0,202.25,0.5220125786163522,39.75,0.7370030581039755,81.75,0.625,2.0,0.4965034965034965,35.75,0.6363636363636364,2.75,1.0,1.25,0.42045454545454547,22.0,0.6666666666666666,12.75,0.6,5.0,715.5,2,2,0,2,2,2,0.0,0.0,0.0,1.0,0.0,0.5,0.0,0.5,0.0,0.0,0.0,0.0,207.0,0.484375,64.0,0.6210526315789474,95.0,0.25,8.0,0.3541666666666667,48.0,0.875,8.0,0.875,8.0,0.3333333333333333,45.0,0.9166666666666666,12.0,0.7142857142857143,7.0,847.0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11632032.0,69.0,,Orthodox,2127168.0,69.0,72.0,Southpaw,1970784.0
R,Middleweight,3 Rnd (5-5-5),False,0.2,0.0,0.2,186.6,0.5653710247349824,56.6,0.7032967032967034,91.0,0.33333333333333337,0.6,0.44148936170212766,37.6,0.8771929824561403,11.4,0.7105263157894738,7.6,0.3679245283018868,21.2,0.7050359712230216,27.8,0.6052631578947368,7.6,575.4,2,3,0,2,3,2,0.0,0.0,0.0,1.0,0.0,0.3333333333333333,0.6666666666666666,0.0,0.0,0.0,1.5,0.0,50.5,0.6923076923076923,6.5,0.8666666666666667,15.0,1.0,1.0,0.5,2.0,0.7142857142857143,3.5,1.0,1.0,0.6,2.5,0.75,4.0,0.0,0.0,210.5,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11632032.0,73.0,73.0,Orthodox,680832.0,73.0,,Orthodox,3975264.0
R,Welterweight,3 Rnd (5-5-5),False,0.0,0.25,0.0,26.0,0.6388888888888888,9.0,0.723404255319149,11.75,1.0,0.25,0.3684210526315789,4.75,1.0,2.0,0.8888888888888888,2.25,0.5,5.0,0.8666666666666667,3.75,0.0,0.25,202.75,2,2,0,2,2,2,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,208.0,0.24324324324324326,37.0,0.6893203883495146,103.0,0.0,0.0,0.24324324324324326,37.0,0.0,0.0,0.0,0.0,0.0,7.0,0.2,5.0,0.32,25.0,724.0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11632032.0,69.0,,Orthodox,322272.0,70.0,,Orthodox,4012416.0
R,Middleweight,3 Rnd (5-5-5),False,0.0,0.0,0.0,83.0,0.5,6.0,0.5714285714285714,7.0,0.0,0.0,0.3333333333333333,3.0,1.0,1.0,0.5,2.0,0.6666666666666666,3.0,0.0,0.0,0.3333333333333333,3.0,188.0,0,1,0,0,1,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.5,0.5,131.0,0.29508196721311475,30.5,0.6216216216216216,74.0,0.25,2.0,0.20754716981132076,26.5,0.8,2.5,1.0,1.5,0.1956521739130435,23.0,1.0,2.5,0.4,5.0,450.5,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11632032.0,72.0,70.0,Orthodox,2960928.0,71.0,75.0,Orthodox,3973536.0
R,Middleweight,3 Rnd (5-5-5),False,0.0,1.0,0.0,165.0,0.0,1.0,0.4,20.0,0.3333333333333333,3.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,430.0,0,1,0,0,1,0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,17.5,0.46153846153846156,13.0,0.48148148148148145,13.5,1.0,0.5,0.14285714285714285,7.0,0.8,2.5,0.8571428571428571,3.5,0.2631578947368421,9.5,1.0,3.0,1.0,0.5,161.0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11632032.0,70.0,71.0,Orthodox,3343680.0,70.0,,Southpaw,1073088.0
R,Middleweight,5 Rnd (5-5-5-5-5),True,2.0,0.0,0.0,9.0,0.85,20.0,0.85,20.0,0.0,0.0,0.85,20.0,0.0,0.0,0.0,0.0,0.9285714285714286,14.0,1.0,1.0,0.6,5.0,49.0,1,0,0,1,0,1,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.2857142857142857,0.2857142857142857,187.85714285714286,0.47644683714670255,106.14285714285714,0.5550611790878756,128.42857142857142,0.8888888888888887,1.2857142857142858,0.4110929853181077,87.57142857142857,0.7798165137614679,15.571428571428571,0.8095238095238094,3.0,0.38085937500000006,73.14285714285714,0.6643835616438356,20.857142857142858,0.7294117647058824,12.142857142857142,594.8571428571429,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11607840.0,74.0,77.0,Southpaw,1666656.0,73.0,76.0,Southpaw,1501632.0
R,Lightweight,5 Rnd (5-5-5-5-5),True,0.0,0.2,0.2,298.4,0.36585365853658536,57.4,0.7217391304347825,138.0,0.28260869565217395,9.2,0.2980392156862745,51.0,1.0,2.4,0.85,4.0,0.21794871794871795,31.2,0.44047619047619047,16.8,0.7234042553191489,9.4,805.8,3,2,0,3,2,3,0.2,0.0,0.0,0.6666666666666666,0.3333333333333333,0.5,0.0,0.5,0.0,0.0,0.75,0.0,99.0,0.55,25.0,0.6821192052980133,37.75,0.4166666666666667,3.0,0.45454545454545453,16.5,0.7666666666666667,7.5,0.5,1.0,0.4523809523809524,10.5,0.6666666666666666,9.0,0.5454545454545454,5.5,271.0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11607840.0,66.0,67.0,Orthodox,1133568.0,70.0,74.0,Southpaw,2019168.0
R,Middleweight,3 Rnd (5-5-5),False,0.0,0.0,0.0,385.0,0.2553191489361702,47.0,0.6082474226804123,97.0,0.5555555555555556,9.0,0.20454545454545456,44.0,0.0,0.0,1.0,3.0,0.18421052631578946,38.0,0.0,0.0,0.5555555555555556,9.0,900.0,1,0,0,1,0,1,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,101.0,0.7241379310344828,29.0,0.7575757575757576,33.0,0.5,2.0,0.5882352941176471,17.0,0.9166666666666666,12.0,0.0,0.0,0.4,5.0,1.0,5.0,0.7368421052631579,19.0,176.0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11607840.0,74.0,75.0,Southpaw,3645216.0,75.0,74.0,Orthodox,1581984.0
R,Light Heavyweight,3 Rnd (5-5-5),False,0.0,0.1,0.0,391.2,0.5922818791946308,59.6,0.7675213675213675,117.0,0.4150943396226416,5.3,0.5182186234817814,49.4,0.9047619047619047,4.2,0.9833333333333334,6.0,0.4077669902912621,20.6,0.8278688524590164,12.2,0.6268656716417911,26.8,726.0,8,2,0,8,2,8,0.5,0.5,0.0,0.5,0.0,0.5,0.0,0.5,0.0,0.25,0.5,0.0,9.75,0.36363636363636365,16.5,0.5855855855855856,27.75,0.5,0.5,0.21153846153846154,13.0,0.9230769230769231,3.25,1.0,0.25,0.1388888888888889,9.0,0.6206896551724138,7.25,1.0,0.25,306.5,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11604384.0,75.0,74.0,Orthodox,1596672.0,73.0,72.0,Orthodox,-1858464.0
R,Middleweight,3 Rnd (5-5-5),False,0.0,2.0,0.5,353.0,0.463855421686747,83.0,0.5212765957446809,94.0,1.0,3.5,0.34959349593495936,61.5,0.6666666666666666,6.0,0.8387096774193549,15.5,0.4351145038167939,65.5,0.5333333333333333,7.5,0.6,10.0,900.0,2,0,0,2,0,2,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1111111111111111,9.0,0.1111111111111111,9.0,0.0,0.0,0.0,7.0,0.0,0.0,0.5,2.0,0.1111111111111111,9.0,0.0,0.0,0.0,0.0,179.0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11604384.0,72.0,74.0,Orthodox,2934144.0,72.0,,Orthodox,1848096.0
R,Middleweight,3 Rnd (5-5-5),False,0.0,1.0,0.0,0.0,0.5,4.0,0.5,4.0,0.0,0.0,0.3333333333333333,3.0,1.0,1.0,0.0,0.0,0.5,4.0,0.0,0.0,0.0,0.0,44.0,1,0,0,1,0,1,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,53.0,0.36363636363636365,22.0,0.5333333333333333,30.0,0.0,1.0,0.2631578947368421,19.0,1.0,3.0,0.0,0.0,0.25,12.0,0.625,8.0,0.0,2.0,554.0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11604384.0,74.0,77.0,Orthodox,2020896.0,69.0,,Orthodox,2390688.0
R,Welterweight,3 Rnd (5-5-5),False,0.25,0.75,0.0,122.0,0.42391304347826086,23.0,0.6162162162162163,46.25,1.0,1.25,0.3188405797101449,17.25,0.9166666666666666,3.0,0.5454545454545454,2.75,0.3157894736842105,9.5,0.7058823529411765,4.25,0.40540540540540543,9.25,369.75,2,2,0,2,2,2,0.0,1.0,0.0,0.0,0.0,0.5,0.5,0.0,0.0,0.0,1.0,0.0,0.0,0.2982456140350877,57.0,0.36507936507936506,63.0,0.0,0.0,0.2777777777777778,54.0,0.0,1.0,1.0,2.0,0.2909090909090909,55.0,0.5,2.0,0.0,0.0,900.0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11604384.0,69.0,70.0,Orthodox,4339872.0,70.0,72.0,Orthodox,2999808.0
R,Welterweight,3 Rnd (5-5-5),False,0.0,0.0,0.0,139.0,0.1875,16.0,0.788235294117647,85.0,0.0,1.0,0.21428571428571427,14.0,0.0,0.0,0.0,2.0,0.07692307692307693,13.0,0.0,0.0,0.6666666666666666,3.0,475.0,0,1,0,0,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,5.0,0.0,0.0,445.0,0.5421686746987951,83.0,0.6845637583892618,149.0,1.0,6.0,0.421875,64.0,0.9444444444444444,18.0,1.0,1.0,0.44680851063829785,47.0,0.8333333333333334,12.0,0.5833333333333334,24.0,900.0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11604384.0,70.0,70.0,Southpaw,1149984.0,69.0,71.0,Orthodox,1805760.0
R,Welterweight,5 Rnd (5-5-5-5-5),True,0.0,1.0,0.25,399.0833333333333,0.6217616580310882,32.166666666666664,0.7483660130718954,51.0,0.6666666666666666,4.0,0.5692771084337349,27.666666666666668,0.9387755102040818,4.083333333333333,1.0,0.4166666666666667,0.3440860215053763,7.75,0.9230769230769231,1.0833333333333333,0.7,23.333333333333332,569.0833333333334,11,1,0,11,1,11,0.75,0.36363636363636365,0.36363636363636365,0.18181818181818182,0.09090909090909091,0.0,1.0,0.0,0.0,0.2222222222222222,0.4444444444444444,0.0,180.55555555555554,0.6116071428571428,49.77777777777778,0.7792207792207791,94.11111111111111,0.7083333333333334,2.6666666666666665,0.5145348837209303,38.22222222222222,0.9571428571428572,7.777777777777778,0.8823529411764707,3.7777777777777777,0.4686192468619247,26.555555555555557,0.8333333333333334,10.0,0.7310924369747899,13.222222222222221,672.4444444444445,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11589696.0,69.0,73.0,Switch,1193184.0,69.0,70.0,Orthodox,2823552.0
R,Middleweight,3 Rnd (5-5-5),False,0.5,0.5,0.0,15.5,0.5614035087719298,14.25,0.5689655172413793,14.5,0.0,0.0,0.425,10.0,1.0,0.5,0.8666666666666667,3.75,0.425,10.0,0.9230769230769231,3.25,0.75,1.0,77.5,4,0,0,4,0,4,0.0,0.5,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.6666666666666666,0.16666666666666666,0.3333333333333333,106.0,0.4388489208633093,46.333333333333336,0.5092592592592593,54.0,0.3333333333333333,1.0,0.39748953974895396,39.833333333333336,0.6551724137931034,4.833333333333333,0.7999999999999999,1.6666666666666667,0.2518518518518519,22.5,0.5454545454545454,11.0,0.6753246753246752,12.833333333333334,653.3333333333334,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11589696.0,73.0,77.0,Orthodox,2985984.0,72.0,76.0,Orthodox,3142368.0
R,Light Heavyweight,3 Rnd (5-5-5),False,0.6666666666666666,0.0,0.0,448.6666666666667,0.4292682926829268,68.33333333333333,0.5526315789473684,88.66666666666667,0.6956521739130435,7.666666666666667,0.3989637305699482,64.33333333333333,0.9166666666666666,4.0,0.0,0.0,0.3732394366197183,47.333333333333336,0.6399999999999999,8.333333333333334,0.5,12.666666666666666,900.0,3,0,0,3,0,3,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.3333333333333333,0.6666666666666666,0.0,138.66666666666666,0.7192982456140351,38.0,0.803030303030303,66.0,0.25,1.3333333333333333,0.6265060240963854,27.666666666666668,0.95,6.666666666666667,1.0,3.6666666666666665,0.15384615384615385,4.333333333333333,0.8529411764705881,11.333333333333334,0.7611940298507464,22.333333333333332,290.3333333333333,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11589696.0,72.0,75.0,Orthodox,3070656.0,75.0,75.0,Orthodox,1709856.0
R,Lightweight,3 Rnd (5-5-5),False,0.0,0.0,0.0,0.0,0.17061611374407584,211.0,0.17061611374407584,211.0,0.0,5.0,0.07865168539325842,178.0,0.2,5.0,0.75,28.0,0.17061611374407584,211.0,0.0,0.0,0.0,0.0,900.0,0,1,0,0,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.3333333333333333,9.0,0.5,12.0,0.0,0.0,0.25,8.0,1.0,1.0,0.0,0.0,0.2,5.0,0.5,4.0,0.0,0.0,176.0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11589696.0,67.0,69.0,Orthodox,2229984.0,71.0,,Orthodox,4260384.0
R,Light Heavyweight,5 Rnd (5-5-5-5-5),True,1.0,0.0,0.09090909090909091,56.54545454545455,0.37999999999999995,72.72727272727273,0.4227642276422765,78.27272727272727,0.5,0.18181818181818182,0.29646017699115046,61.63636363636363,0.6363636363636364,2.0,0.89,9.090909090909092,0.3253012048192771,60.36363636363637,0.7307692307692307,4.7272727272727275,0.5952380952380952,7.636363636363637,534.0909090909091,10,1,0,10,1,10,0.36363636363636365,0.7,0.0,0.3,0.0,1.0,0.0,0.0,0.0,0.0,1.8333333333333333,0.16666666666666666,206.0,0.532934131736527,27.833333333333332,0.7083333333333334,52.0,0.6250000000000001,2.6666666666666665,0.4351145038167939,21.833333333333332,0.8181818181818182,1.8333333333333333,0.9199999999999999,4.166666666666667,0.5490196078431373,8.5,0.7727272727272728,3.6666666666666665,0.46808510638297873,15.666666666666666,470.0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11565504.0,74.0,76.0,Orthodox,-12960.0,73.0,75.0,Orthodox,1792800.0
