outcome,weightclass,time_format,title,r_kd,r_sub.att,r_rev.,r_ctrl_s,r_sig_str_percent,r_sig_str_att,r_total_str_percent,r_total_str_att,r_td_percent,r_td_att,r_head_percent,r_head_att,r_body_percent,r_body_att,r_leg_percent,r_leg_att,r_distance_percent,r_distance_att,r_clinch_percent,r_clinch_att,r_ground_percent,r_ground_att,r_avg_time_s,r_wins,r_losses,r_draws,r_win_streak,r_loss_streak,r_longest_win_streak,r_percent_title_bouts,r_percent_win_by_ko/tko,r_percent_win_by_sub,r_percent_win_by_dec,r_percent_win_by_doctor_stoppage,r_percent_loss_by_ko/tko,r_percent_loss_by_sub,r_percent_loss_by_dec,r_percent_loss_by_doctor_stoppage,b_kd,b_sub.att,b_rev.,b_ctrl_s,b_sig_str_percent,b_sig_str_att,b_total_str_percent,b_total_str_att,b_td_percent,b_td_att,b_head_percent,b_head_att,b_body_percent,b_body_att,b_leg_percent,b_leg_att,b_distance_percent,b_distance_att,b_clinch_percent,b_clinch_att,b_ground_percent,b_ground_att,b_avg_time_s,b_wins,b_losses,b_draws,b_win_streak,b_loss_streak,b_longest_win_streak,b_percent_title_bouts,b_percent_win_by_ko/tko,b_percent_win_by_sub,b_percent_win_by_dec,b_percent_win_by_doctor_stoppage,b_percent_loss_by_ko/tko,b_percent_loss_by_sub,b_percent_loss_by_dec,b_percent_loss_by_doctor_stoppage,date,r_height,r_reach,r_stance,r_dob,b_height,b_reach,b_stance,b_dob
R,Bantamweight,3 Rnd (5-5-5),False,0.5714285714285714,0.42857142857142855,0.0,161.85714285714286,0.5167144221585482,149.57142857142858,0.5518423307626392,166.71428571428572,0.4347826086956522,3.2857142857142856,0.46973094170403584,127.42857142857143,0.6986301369863014,10.428571428571429,0.8658536585365854,11.714285714285714,0.46598639455782315,126.0,0.8571428571428571,5.0,0.7692307692307692,18.571428571428573,775.7142857142857,5,2,0,5,2,5,0.0,0.4,0.2,0.4,0.0,0.0,0.0,1.0,0.0,0.5,0.0,0.0,168.75,0.42560553633217996,72.25,0.5115681233933161,97.25,0.125,4.0,0.31277533039647576,56.75,0.7352941176470589,8.5,0.9642857142857143,7.0,0.373015873015873,63.0,1.0,2.25,0.7142857142857143,7.0,636.25,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16645824.0,67.0,67.0,Orthodox,5468256.0,67.0,70.0,Southpaw,6497280.0
R,Lightweight,3 Rnd (5-5-5),False,0.6666666666666666,0.0,0.0,55.333333333333336,0.5496828752642707,157.66666666666666,0.556935817805383,161.0,0.4545454545454546,3.6666666666666665,0.4754601226993865,108.66666666666667,0.7017543859649124,38.0,0.7575757575757577,11.0,0.50990099009901,134.66666666666666,0.7941176470588235,11.333333333333334,0.7714285714285715,11.666666666666666,780.0,2,1,0,2,1,2,0.0,0.5,0.0,0.5,0.0,0.0,1.0,0.0,0.0,0.5,0.0,0.5,31.5,0.5833333333333334,24.0,0.6805555555555556,36.0,0.0,0.0,0.4411764705882353,17.0,1.0,4.0,0.8333333333333334,3.0,0.4444444444444444,13.5,0.7,5.0,0.8181818181818182,5.5,563.5,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16645824.0,,,--,,71.0,69.0,Orthodox,6948288.0
R,Lightweight,3 Rnd (5-5-5),False,0.6666666666666666,0.0,0.0,55.333333333333336,0.5496828752642707,157.66666666666666,0.556935817805383,161.0,0.4545454545454546,3.6666666666666665,0.4754601226993865,108.66666666666667,0.7017543859649124,38.0,0.7575757575757577,11.0,0.50990099009901,134.66666666666666,0.7941176470588235,11.333333333333334,0.7714285714285715,11.666666666666666,780.0,2,1,0,2,1,2,0.0,0.5,0.0,0.5,0.0,0.0,1.0,0.0,0.0,0.5,0.0,0.5,31.5,0.5833333333333334,24.0,0.6805555555555556,36.0,0.0,0.0,0.4411764705882353,17.0,1.0,4.0,0.8333333333333334,3.0,0.4444444444444444,13.5,0.7,5.0,0.8181818181818182,5.5,563.5,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16645824.0,72.0,72.0,Orthodox,7184160.0,71.0,69.0,Orthodox,6948288.0
B,Catch Weight,3 Rnd (5-5-5),False,0.6666666666666666,0.3333333333333333,0.0,40.0,0.46407185628742514,111.33333333333333,0.4958217270194986,119.66666666666667,0.0,0.6666666666666666,0.38431372549019605,85.0,0.6399999999999999,8.333333333333334,0.7592592592592592,18.0,0.43790849673202614,102.0,0.7333333333333333,5.0,0.7692307692307693,4.333333333333333,627.3333333333334,2,1,0,2,1,2,0.0,0.5,0.5,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,46.0,0.21397379912663755,229.0,0.21397379912663755,229.0,0.0,2.0,0.13705583756345177,197.0,0.625,24.0,0.875,8.0,0.20444444444444446,225.0,0.75,4.0,0.0,0.0,900.0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16645824.0,66.0,71.0,Switch,6930144.0,67.0,67.0,Orthodox,7949664.0
R,Heavyweight,3 Rnd (5-5-5),False,0.2857142857142857,0.21428571428571427,0.0,139.21428571428572,0.3967391304347826,39.42857142857143,0.48948106591865354,50.92857142857143,0.34782608695652173,3.2857142857142856,0.33116883116883117,33.0,0.6530612244897959,3.5,0.8292682926829268,2.9285714285714284,0.33407572383073497,32.07142857142857,0.5957446808510638,3.357142857142857,0.7321428571428571,4.0,509.85714285714283,8,6,0,8,6,8,0.0,0.375,0.25,0.375,0.0,0.5,0.0,0.5,0.0,0.125,0.9375,0.25,131.75,0.49787835926449786,44.1875,0.6383380547686497,66.1875,0.4666666666666667,1.875,0.40421792618629176,35.5625,0.9032258064516129,5.8125,0.8444444444444444,2.8125,0.4314079422382672,34.625,0.7456140350877193,7.125,0.717948717948718,2.4375,377.5,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16645824.0,70.0,73.0,Orthodox,3966624.0,74.0,80.0,Orthodox,2356128.0
R,Lightweight,3 Rnd (5-5-5),False,0.14285714285714285,0.42857142857142855,0.0,24.571428571428573,0.3797276853252647,94.42857142857143,0.42510121457489874,105.85714285714286,0.5,0.2857142857142857,0.2926829268292683,76.14285714285714,0.7040816326530612,14.0,0.8666666666666667,4.285714285714286,0.35618729096989965,85.42857142857143,0.6216216216216216,5.285714285714286,0.5769230769230769,3.7142857142857144,552.2857142857143,4,3,0,4,3,4,0.0,0.5,0.0,0.5,0.0,0.6666666666666666,0.0,0.3333333333333333,0.0,0.2,0.4,0.0,29.0,0.4790123456790123,81.0,0.4928571428571428,84.0,0.33333333333333337,1.2,0.34751773049645396,56.4,0.6666666666666667,13.2,0.9122807017543859,11.4,0.4555555555555555,72.0,0.5769230769230769,5.2,0.7894736842105263,3.8,691.6,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16645824.0,68.0,69.0,Southpaw,6026400.0,70.0,70.0,Southpaw,5042304.0
B,Middleweight,3 Rnd (5-5-5),False,0.125,0.0625,0.25,176.8125,0.42494996664442963,93.6875,0.5703737886479003,135.4375,0.3958333333333333,3.0,0.34522821576763485,75.3125,0.6847290640394089,12.6875,0.9010989010989011,5.6875,0.3157894736842105,70.0625,0.7489177489177489,14.4375,0.7482993197278912,9.1875,789.9375,11,5,0,11,5,11,0.0,0.09090909090909091,0.0,0.9090909090909091,0.0,0.4,0.2,0.4,0.0,0.2222222222222222,0.7777777777777778,0.8888888888888888,136.22222222222223,0.5513428120063192,70.33333333333333,0.607741935483871,86.11111111111111,0.4615384615384615,1.4444444444444444,0.44421052631578944,52.77777777777778,0.8461538461538463,11.555555555555555,0.9259259259259259,6.0,0.5146771037181996,56.77777777777778,0.6666666666666667,3.6666666666666665,0.7191011235955056,9.88888888888889,560.0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16645824.0,73.0,77.0,Southpaw,6194880.0,74.0,75.0,Orthodox,8201088.0
R,Bantamweight,3 Rnd (5-5-5),False,0.0,0.125,0.25,119.5,0.5529953917050692,54.25,0.5955284552845529,61.5,0.5,2.25,0.3938223938223938,32.375,0.71,12.5,0.8933333333333333,9.375,0.4845679012345679,40.5,0.7397260273972602,9.125,0.7837837837837838,4.625,512.0,3,5,0,3,5,3,0.0,0.3333333333333333,0.0,0.6666666666666666,0.0,0.2,0.6,0.2,0.0,0.6,0.0,0.0,39.0,0.46612466124661245,73.8,0.4732620320855615,74.8,0.0,0.2,0.42814371257485034,66.8,0.8064516129032258,6.2,1.0,0.8,0.44476744186046513,68.8,0.8749999999999999,3.2,0.5555555555555556,1.8,306.8,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16645824.0,66.0,68.0,Southpaw,3144096.0,69.0,73.0,Switch,7734528.0
R,Bantamweight,5 Rnd (5-5-5-5-5),False,0.4,0.3,0.3,69.1,0.4475753604193971,152.6,0.4857651245551602,168.6,0.3333333333333333,1.5,0.36645468998410174,125.8,0.7720588235294118,13.6,0.8863636363636364,13.2,0.42675635276532137,133.8,0.6136363636363636,4.4,0.5902777777777778,14.4,637.9,7,3,0,7,3,7,0.1,0.5714285714285714,0.14285714285714285,0.2857142857142857,0.0,0.0,0.3333333333333333,0.6666666666666666,0.0,0.5,0.2,0.2,74.8,0.4241379310344828,116.0,0.4711760184473482,130.1,0.4285714285714286,0.7,0.3476856835306781,92.9,0.6778523489932885,14.9,0.8292682926829269,8.2,0.40150801131008484,106.1,0.693877551020408,4.9,0.64,5.0,600.0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16633728.0,71.0,70.0,Switch,7037280.0,68.0,67.0,Orthodox,8810208.0
B,Middleweight,3 Rnd (5-5-5),False,1.0,0.5,0.0,27.0,0.8928571428571429,14.0,0.8888888888888888,18.0,0.0,0.0,0.9230769230769231,6.5,0.8181818181818182,5.5,1.0,2.0,0.8181818181818182,5.5,0.9,5.0,1.0,3.5,152.0,2,0,0,2,0,2,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.75,0.5,0.25,107.75,0.5595505617977528,111.25,0.5655021834061136,114.5,0.5833333333333334,3.0,0.516042780748663,93.5,0.8070175438596491,14.25,0.7142857142857143,3.5,0.5417721518987342,98.75,0.6086956521739131,5.75,0.7777777777777778,6.75,622.75,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16633728.0,75.0,80.0,Orthodox,5995296.0,75.0,75.0,Orthodox,6982848.0
R,Featherweight,3 Rnd (5-5-5),False,0.2222222222222222,0.1111111111111111,0.2777777777777778,96.66666666666667,0.36929252383341693,110.72222222222223,0.412793373216751,120.72222222222223,0.5,3.5555555555555554,0.30737463126843656,94.16666666666667,0.6626506024096386,9.222222222222221,0.7954545454545454,7.333333333333333,0.3501385041551247,100.27777777777777,0.5555555555555556,4.0,0.5517241379310345,6.444444444444445,642.6666666666666,9,8,1,9,8,9,0.0,0.3333333333333333,0.0,0.6666666666666666,0.0,0.25,0.25,0.5,0.0,0.0,0.0,0.6,200.8,0.5485519591141397,117.4,0.6492271105826398,168.2,0.625,1.6,0.4831730769230769,83.2,0.6532258064516129,24.8,0.851063829787234,9.4,0.47494553376906323,91.8,0.7794117647058824,13.6,0.85,12.0,802.0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16633728.0,71.0,74.0,Orthodox,6462720.0,72.0,73.0,Switch,6133536.0
B,Heavyweight,3 Rnd (5-5-5),False,0.2857142857142857,0.0,0.0,9.285714285714286,0.5197472353870458,90.42857142857143,0.540381791483113,97.28571428571429,0.0,0.0,0.314070351758794,56.857142857142854,0.7764705882352941,12.142857142857142,0.9200000000000002,21.428571428571427,0.5084745762711864,84.28571428571429,0.4545454545454546,1.5714285714285714,0.75,4.571428571428571,666.8571428571429,4,3,0,4,3,4,0.0,0.75,0.0,0.25,0.0,0.0,0.0,1.0,0.0,0.0,0.3333333333333333,0.0,100.66666666666667,0.5899280575539568,46.333333333333336,0.6298701298701299,51.333333333333336,0.39999999999999997,1.6666666666666667,0.4954954954954955,37.0,0.9230769230769231,4.333333333333333,1.0,5.0,0.5806451612903225,41.333333333333336,0.6363636363636365,3.6666666666666665,0.75,1.3333333333333333,286.3333333333333,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16633728.0,74.0,75.0,Orthodox,6810912.0,74.0,80.0,Orthodox,7227360.0
R,Middleweight,3 Rnd (5-5-5),False,0.0,1.2,0.2,208.0,0.5799256505576208,53.8,0.641304347826087,73.6,0.7,4.0,0.5450819672131149,48.8,0.9047619047619047,4.2,1.0,0.8,0.4842105263157894,38.0,0.6571428571428571,7.0,0.9318181818181817,8.8,459.6,3,2,0,3,2,3,0.0,0.0,0.6666666666666666,0.3333333333333333,0.0,0.5,0.5,0.0,0.0,0.25,0.125,0.125,80.875,0.46642134314627415,135.875,0.5037406483790524,150.375,0.25,1.0,0.4105378704720088,113.875,0.7029702970297029,12.625,0.8266666666666667,9.375,0.38341346153846156,104.0,0.7337278106508875,21.125,0.7441860465116279,10.75,657.25,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16633728.0,72.0,75.0,Orthodox,7509024.0,73.0,74.0,Orthodox,6352992.0
R,Featherweight,3 Rnd (5-5-5),False,0.0,1.375,0.625,291.875,0.4130879345603272,61.125,0.5041050903119869,76.125,0.38235294117647056,4.25,0.3434343434343434,49.5,0.6753246753246753,9.625,0.875,2.0,0.32620320855614976,46.75,0.6896551724137931,7.25,0.7017543859649122,7.125,593.25,4,2,1,4,2,4,0.0,0.0,0.5,0.5,0.0,0.5,0.5,0.0,0.0,0.25,1.5,0.25,433.0,0.5602836879432624,35.25,0.770573566084788,100.25,0.4444444444444444,6.75,0.48717948717948717,29.25,0.9411764705882353,4.25,0.8571428571428571,1.75,0.4625,20.0,0.7,2.5,0.6862745098039216,12.75,703.25,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16633728.0,71.0,71.0,Switch,5870016.0,68.0,70.0,Orthodox,6581088.0
R,Welterweight,3 Rnd (5-5-5),False,0.3333333333333333,0.3333333333333333,0.2222222222222222,130.77777777777777,0.5467625899280576,61.77777777777778,0.6033690658499234,72.55555555555556,0.6428571428571428,1.5555555555555556,0.515274949083503,54.55555555555556,0.7291666666666667,5.333333333333333,0.9411764705882353,1.8888888888888888,0.488262910798122,47.333333333333336,0.6486486486486487,4.111111111111111,0.7741935483870968,10.333333333333334,656.0,5,4,0,5,4,5,0.0,0.6,0.0,0.4,0.0,0.5,0.5,0.0,0.0,1.0,0.0,0.0,53.0,0.48058252427184467,206.0,0.5133928571428571,224.0,0.1111111111111111,9.0,0.4418604651162791,172.0,0.5714285714285714,21.0,0.8461538461538461,13.0,0.38666666666666666,150.0,0.7272727272727273,22.0,0.7352941176470589,34.0,767.0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16633728.0,72.0,74.0,Orthodox,7130592.0,69.0,71.0,Orthodox,8094816.0
B,Women's Flyweight Bout,3 Rnd (5-5-5),False,0.5,0.5,0.25,65.0,0.5536332179930796,72.25,0.650990099009901,101.0,1.0,0.5,0.458128078817734,50.75,0.7794117647058824,17.0,0.7777777777777778,4.5,0.5166666666666667,60.0,0.7878787878787878,8.25,0.625,4.0,430.0,2,2,0,2,2,2,0.0,0.0,1.0,0.0,0.0,0.5,0.5,0.0,0.0,0.0,0.5833333333333334,0.3333333333333333,247.33333333333334,0.4858156028368794,47.0,0.591025641025641,65.0,0.4090909090909091,3.6666666666666665,0.43448275862068964,36.25,0.5974025974025974,6.416666666666667,0.75,4.333333333333333,0.34736842105263155,31.666666666666668,0.9285714285714285,1.1666666666666667,0.7588235294117648,14.166666666666666,572.5833333333334,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16633728.0,66.0,68.0,Southpaw,8603712.0,65.0,63.0,Orthodox,8006688.0
B,Bantamweight,3 Rnd (5-5-5),False,0.6666666666666666,0.0,0.0,325.8333333333333,0.5,67.0,0.5666666666666667,90.0,0.5490196078431373,8.5,0.42319749216300945,53.166666666666664,0.7714285714285715,5.833333333333333,0.8125,8.0,0.41841004184100417,39.833333333333336,0.7222222222222222,9.0,0.5688073394495413,18.166666666666668,577.0,4,2,0,4,2,4,0.0,0.5,0.0,0.5,0.0,0.5,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.5426829268292683,164.0,0.5426829268292683,164.0,0.0,0.0,0.4369747899159664,119.0,0.75,28.0,0.9411764705882353,17.0,0.512987012987013,154.0,1.0,10.0,0.0,0.0,900.0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16633728.0,65.0,69.0,Orthodox,6860160.0,69.0,69.0,Orthodox,8104320.0
R,Lightweight,3 Rnd (5-5-5),False,0.0,0.0,0.0,0.0,0.3684210526315789,57.0,0.3684210526315789,57.0,0.0,0.0,0.32075471698113206,53.0,1.0,2.0,1.0,2.0,0.3684210526315789,57.0,0.0,0.0,0.0,0.0,418.0,0,1,0,0,1,0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6129032258064516,31.0,0.6129032258064516,31.0,0.0,0.0,0.47368421052631576,19.0,0.6666666666666666,6.0,1.0,6.0,0.6129032258064516,31.0,0.0,0.0,0.0,0.0,155.0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16633728.0,69.0,70.0,Orthodox,7291296.0,74.0,74.0,Switch,7358688.0
R,Welterweight,5 Rnd (5-5-5-5-5),False,0.15384615384615385,0.9615384615384616,0.2692307692307692,109.07692307692308,0.4444102248229134,124.88461538461539,0.5546257554625756,165.46153846153845,0.2647058823529412,2.6153846153846154,0.39624032436417256,104.34615384615384,0.6594005449591281,14.115384615384615,0.7544910179640718,6.423076923076923,0.38703634319970026,102.65384615384616,0.7172995780590717,18.23076923076923,0.6730769230769231,4.0,737.1923076923077,15,11,0,15,11,15,0.038461538461538464,0.13333333333333333,0.6,0.26666666666666666,0.0,0.09090909090909091,0.0,0.8181818181818182,0.09090909090909091,0.15,0.8,0.1,22.8,0.4527543224768798,124.35,0.4821226947685359,132.85,0.4285714285714286,0.7,0.3678402522333158,95.15,0.6483870967741936,15.5,0.8211678832116789,13.7,0.43565626336041047,116.95,0.6170212765957447,2.35,0.7722772277227723,5.05,660.1,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16627680.0,72.0,76.0,Southpaw,4824576.0,71.0,76.0,Orthodox,4453920.0
R,Catch Weight,5 Rnd (5-5-5-5-5),False,0.4,1.0,0.0,171.8,0.5978260869565218,73.6,0.6935779816513761,109.0,0.6666666666666666,1.8,0.5783132530120482,66.4,0.6666666666666667,4.8,1.0,2.4,0.4619289340101523,39.4,0.8461538461538461,2.6,0.7468354430379747,31.6,334.8,5,0,0,5,0,5,0.0,0.4,0.4,0.2,0.0,0.0,0.0,0.0,0.0,0.26666666666666666,0.4666666666666667,0.2,104.73333333333333,0.5594913714804723,73.4,0.712823275862069,123.73333333333333,0.5,1.3333333333333333,0.47655259822560203,52.6,0.6707317073170731,10.933333333333334,0.8783783783783783,9.866666666666667,0.508551881413911,58.46666666666667,0.7065217391304347,6.133333333333334,0.7954545454545454,8.8,656.4666666666667,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16627680.0,74.0,75.0,Orthodox,7677504.0,75.0,81.0,Orthodox,7209216.0
B,Catch Weight,3 Rnd (5-5-5),False,0.625,0.0,0.125,56.25,0.42564402810304447,106.75,0.44561598224195337,112.625,0.4,2.1875,0.337173579109063,81.375,0.6585365853658537,7.6875,0.7314487632508834,17.6875,0.4043250327653997,95.375,0.5333333333333333,4.6875,0.6542056074766355,6.6875,620.4375,11,5,0,11,5,11,0.0,0.7272727272727273,0.0,0.2727272727272727,0.0,0.0,0.4,0.6,0.0,0.5714285714285714,0.14285714285714285,0.14285714285714285,18.285714285714285,0.5032679738562091,174.85714285714286,0.5229571984435797,183.57142857142858,0.25,0.5714285714285714,0.4351669941060904,145.42857142857142,0.7254901960784313,14.571428571428571,0.9519230769230769,14.857142857142858,0.4974704890387859,169.42857142857142,0.6363636363636364,1.5714285714285714,0.7037037037037037,3.857142857142857,641.1428571428571,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16627680.0,72.0,71.0,Orthodox,5748192.0,73.0,74.0,Southpaw,5363712.0
R,Catch Weight,3 Rnd (5-5-5),False,0.2,0.1,0.3,19.5,0.39398572884811417,196.2,0.4291825095057034,210.4,0.5,0.4,0.3326996197718631,157.8,0.546875,19.2,0.7447916666666667,19.2,0.3717248908296943,183.2,0.7230769230769231,6.5,0.6923076923076923,6.5,827.0,6,4,0,6,4,6,0.0,0.3333333333333333,0.16666666666666666,0.5,0.0,0.0,0.0,1.0,0.0,0.25,0.25,0.375,271.875,0.45296671490593343,86.375,0.6003734827264239,133.875,0.3333333333333333,4.125,0.3465346534653465,63.125,0.7597402597402597,19.25,0.65625,4.0,0.3238095238095238,52.5,0.7372262773722628,17.125,0.5671641791044776,16.75,633.625,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16627680.0,69.0,68.0,Orthodox,5753376.0,71.0,72.0,Orthodox,6805728.0
R,Light Heavyweight,3 Rnd (5-5-5),False,0.375,0.0,0.25,29.75,0.5471698113207547,33.125,0.6132930513595166,41.375,0.0,0.0,0.5089820359281437,20.875,0.5161290322580645,3.875,0.6567164179104478,8.375,0.44623655913978494,23.25,0.8666666666666667,1.875,0.765625,8.0,379.125,4,4,0,4,4,4,0.0,1.0,0.0,0.0,0.0,0.5,0.0,0.5,0.0,0.16666666666666666,0.0,0.0,109.75,0.4236499068901303,89.5,0.4551665243381725,97.58333333333333,0.625,4.0,0.372972972972973,77.08333333333333,0.6810344827586207,9.666666666666666,0.9393939393939394,2.75,0.30474934036939316,63.166666666666664,0.6913580246913581,13.5,0.7272727272727273,12.833333333333334,473.3333333333333,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16627680.0,78.0,82.0,Orthodox,7019136.0,73.0,75.0,Southpaw,7558272.0
B,Featherweight,3 Rnd (5-5-5),False,0.125,0.0,0.25,73.5,0.5044642857142857,140.0,0.5377283558379666,157.375,0.0,0.25,0.3628571428571429,87.5,0.6746987951807228,31.125,0.8362573099415205,21.375,0.47425742574257423,126.25,0.7735849056603774,13.25,1.0,0.5,786.0,6,2,0,6,2,6,0.0,0.16666666666666666,0.0,0.8333333333333334,0.0,0.0,0.5,0.5,0.0,0.1,0.5,0.0,73.4,0.48272884283246975,115.8,0.5178147268408552,126.3,0.55,2.0,0.4061085972850678,88.4,0.6901408450704225,21.3,0.8688524590163935,6.1,0.448207171314741,100.4,0.6875,12.8,0.8076923076923077,2.6,548.2,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16627680.0,68.0,73.0,Orthodox,6784128.0,73.0,74.0,Southpaw,6178464.0
R,Middleweight,3 Rnd (5-5-5),False,0.0,0.0,0.0,2.0,0.3780487804878049,82.0,0.4574468085106383,94.0,0.0,1.0,0.358974358974359,78.0,0.75,4.0,0.0,0.0,0.375,80.0,0.5,2.0,0.0,0.0,418.0,0,1,0,0,1,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,80.0,0.4664536741214057,62.6,0.4893617021276596,65.8,0.45454545454545453,2.2,0.3407079646017699,45.2,0.7941176470588236,13.6,0.7894736842105263,3.8,0.41353383458646614,53.2,0.782608695652174,9.2,0.0,0.2,612.6,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16627680.0,73.0,77.0,Orthodox,5798304.0,74.0,80.0,Orthodox,5888160.0
B,Heavyweight,3 Rnd (5-5-5),False,0.18181818181818182,0.2727272727272727,0.18181818181818182,86.45454545454545,0.4318026045236464,132.63636363636363,0.4716157205240175,145.72727272727272,0.3333333333333333,1.6363636363636365,0.3548387096774194,107.0909090909091,0.6927710843373494,15.090909090909092,0.8434782608695652,10.454545454545455,0.4161023325808879,120.81818181818181,0.5841584158415841,9.181818181818182,0.6206896551724138,2.6363636363636362,606.0,5,6,0,5,6,5,0.0,0.2,0.2,0.6,0.0,0.5,0.0,0.5,0.0,0.3333333333333333,0.0,0.0,10.333333333333334,0.4541062801932367,69.0,0.5191489361702127,78.33333333333333,0.0,0.3333333333333333,0.30405405405405406,49.333333333333336,0.7777777777777778,6.0,0.8536585365853658,13.666666666666666,0.42613636363636365,58.666666666666664,0.7142857142857143,4.666666666666667,0.5294117647058824,5.666666666666667,522.6666666666666,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16627680.0,75.0,78.0,Orthodox,5937408.0,69.0,75.0,Orthodox,5190912.0
B,Bantamweight,3 Rnd (5-5-5),False,2.0,2.0,0.0,80.0,0.5153846153846153,130.0,0.5897435897435898,156.0,0.0,1.0,0.4818181818181818,110.0,0.5384615384615384,13.0,1.0,7.0,0.4444444444444444,90.0,0.5909090909090909,22.0,0.7777777777777778,18.0,813.0,1,0,0,1,0,1,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.0,0.0,75.6,0.3307984790874524,105.2,0.3777038269550749,120.2,0.3333333333333333,4.2,0.2643171806167401,90.8,0.702127659574468,9.4,0.8400000000000001,5.0,0.32625482625482627,103.6,0.33333333333333337,0.6,0.8,1.0,729.4,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16627680.0,66.0,64.0,Orthodox,5337792.0,65.0,66.0,Orthodox,6926688.0
B,Welterweight,3 Rnd (5-5-5),False,0.0,0.0,0.0,185.0,0.5524475524475524,143.0,0.5854430379746836,158.0,0.45454545454545453,5.5,0.43169398907103823,91.5,0.7142857142857143,31.5,0.85,20.0,0.5296442687747036,126.5,0.7241379310344828,14.5,0.75,2.0,900.0,0,2,0,0,2,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,97.0,0.5125,80.0,0.5185185185185185,81.0,0.5,4.0,0.375,40.0,0.6875,16.0,0.625,24.0,0.47297297297297297,74.0,1.0,3.0,1.0,3.0,542.0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16627680.0,71.0,72.0,Orthodox,7540128.0,73.0,76.0,Orthodox,7137504.0
